Country or Territory;Station Name;WMO Station Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
ITALY;SANT'ANGELO (MOUNT);16258;1961-1990;Mean Monthly Value;mm;58.1;44.7;48.3;48.2;37.6;46.0;43.9;38.5;67.1;52.2;62.0;66.7;613.3
ITALY;AMENDOLA (IT-AFB);16261;1961-1990;Mean Monthly Value;mm;41.7;40.5;42.9;36.4;37.1;35.6;26.0;27.2;45.6;52.6;52.6;56.5;494.7
ITALY;TREVICO;16263;1961-1990;Mean Monthly Value;mm;64.8;61.4;53.0;47.7;37.8;32.9;25.8;26.5;46.9;63.9;72.0;79.7;612.4
ITALY;BARI/PALESE MACCHIE;16270;1961-1990;Mean Monthly Value;mm;50.8;57.2;52.1;47.4;36.7;32.0;27.0;39.2;62.0;64.6;54.1;63.0;586.1
ITALY;PONZA ISLAND;16280;1961-1990;Mean Monthly Value;mm;77.9;63.7;52.6;37.8;21.3;13.3;10.0;25.4;53.9;106.5;106.3;88.6;657.3
ITALY;NAPLES/CAPODICHINO;16289;1961-1990;Mean Monthly Value;mm;104.4;97.9;85.7;75.5;49.6;34.1;24.3;41.6;80.3;129.7;162.1;121.4;1006.6
ITALY;POTENZA;16300;1961-1990;Mean Monthly Value;mm;62.9;53.9;53.0;59.9;45.7;42.2;29.4;35.6;45.0;69.7;79.8;73.5;650.6
ITALY;CAPE PALINURO;16310;1961-1990;Mean Monthly Value;mm;95.0;84.5;72.7;57.2;40.4;22.3;14.0;22.3;60.1;101.6;112.9;106.8;789.8
ITALY;GIOIA DEL COLLE AFB;16312;1961-1990;Mean Monthly Value;mm;53.0;67.5;66.9;41.7;46.3;39.2;28.3;41.6;49.0;68.7;66.5;67.9;636.6
ITALY;LATRONICO;16316;1961-1990;Mean Monthly Value;mm;108.6;98.9;83.5;79.6;56.3;42.4;22.4;45.7;60.4;101.5;132.0;145.5;976.8
ITALY;BRINDISI/CASALE AFB;16320;1961-1990;Mean Monthly Value;mm;60.2;63.1;73.4;35.0;28.7;19.4;10.3;25.3;45.6;71.0;74.2;68.1;574.3
ITALY;GROTTAGLIE(CIV/AFB);16324;1961-1990;Mean Monthly Value;mm;46.2;52.8;62.6;35.9;34.3;27.1;27.1;24.9;36.2;60.4;70.9;73.0;551.4
ITALY;MARINA DI GINOSA;16325;1966-1991;Mean Monthly Value;mm;44.1;50.9;43.3;28.4;26.8;21.1;15.9;21.4;35.4;58.8;51.9;58.1;456.1
ITALY;LECCE (IT-AFB);16332;1961-1990;Mean Monthly Value;mm;63.0;53.6;67.6;38.4;27.5;20.3;18.2;32.3;53.5;80.6;91.0;81.4;627.4
ITALY;BONIFATI (CAPE);16337;1961-1990;Mean Monthly Value;mm;111.1;115.5;102.8;86.9;53.7;32.0;18.3;35.9;67.2;126.1;134.5;134.7;1018.7
ITALY;SCURO MOUNTAIN;16344;1961-1990;Mean Monthly Value;mm;93.2;87.4;69.8;58.1;49.5;37.1;21.4;34.3;50.6;93.6;107.5;108.0;810.5
ITALY;CROTONE;16350;1961-1990;Mean Monthly Value;mm;89.5;54.9;75.1;38.6;24.7;8.2;11.2;17.5;48.3;102.7;106.2;103.7;680.6
ITALY;SANTA MARIA DI LEUC;16360;1961-1990;Mean Monthly Value;mm;72.6;60.2;63.7;29.2;19.3;18.4;17.0;21.8;40.4;96.5;90.1;86.2;615.4
ITALY;USTICA ISLAND;16400;1961-1990;Mean Monthly Value;mm;47.5;45.4;35.0;34.7;18.2;8.9;3.6;10.6;37.4;67.3;71.0;68.9;448.5
ITALY;PALERMO/POINT RAISI;16405;1961-1990;Mean Monthly Value;mm;71.6;65.4;59.5;44.1;25.5;12.2;5.1;13.3;41.5;98.0;94.3;80.0;610.5
ITALY;MESSINA;16420;1961-1990;Mean Monthly Value;mm;113.3;98.4;83.8;59.9;31.9;13.6;19.2;24.4;54.7;108.6;106.5;117.2;831.5
ITALY;TRAPANI/BIRGI (AFB);16429;1961-1990;Mean Monthly Value;mm;56.3;45.8;44.9;36.9;16.8;4.7;2.4;8.7;41.6;60.8;64.7;65.0;448.6
ITALY;PRIZZI;16434;1961-1990;Mean Monthly Value;mm;71.2;55.1;51.4;46.0;26.2;10.1;11.1;16.9;36.0;71.1;68.6;80.7;544.4
ITALY;GELA;16453;1965-1990;Mean Monthly Value;mm;46.4;35.5;29.0;23.7;16.8;2.9;3.3;11.0;20.1;55.9;54.4;55.2;354.2
ITALY;SIGONELLA (NAS);16459;1961-1990;Mean Monthly Value;mm;58.5;47.0;30.2;35.5;22.8;6.1;2.4;13.8;37.1;74.8;48.5;68.1;444.8
ITALY;CATANIA/FONTANAROSA;16460;1961-1990;Mean Monthly Value;mm;74.8;52.6;46.0;35.4;19.2;6.0;5.0;8.9;45.0;106.1;62.3;85.9;547.2
ITALY;PANTELLERIA(IT-AFB);16470;1961-1990;Mean Monthly Value;mm;77.0;48.3;36.5;32.2;14.3;6.0;1.1;14.0;40.8;64.9;69.1;80.4;484.6
ITALY;COZZO SPADARO;16480;1961-1990;Mean Monthly Value;mm;60.8;42.7;32.5;17.8;12.9;26.5;2.0;5.1;25.2;78.0;50.7;71.1;425.3
ITALY;LAMPEDUSA ISLAND;16490;1961-1990;Mean Monthly Value;mm;42.6;29.7;23.6;21.5;6.0;2.3;1.0;2.8;15.5;59.3;63.3;51.5;319.1
ITALY;GUARDIAVECCHIA;16506;1961-1990;Mean Monthly Value;mm;43.6;48.3;49.6;35.7;24.7;11.1;11.7;18.8;29.5;61.2;60.6;74.3;469.1
ITALY;ALGHERO;16520;1961-1990;Mean Monthly Value;mm;64.5;67.5;51.2;44.7;24.7;12.9;5.1;11.9;38.9;75.9;103.7;89.1;590.1
ITALY;OLBIA/COSTA SMERALD;16531;1970-1990;Mean Monthly Value;mm;47.3;72.6;63.4;56.1;37.4;18.4;6.4;28.1;40.8;58.4;55.6;97.9;582.4
ITALY;FONNI;16538;1961-1990;Mean Monthly Value;mm;101.6;93.2;76.9;81.1;60.7;31.4;13.2;15.6;48.8;81.1;97.0;100.1;800.7
ITALY;CAPE FRASCA;16539;1962-1990;Mean Monthly Value;mm;82.5;66.1;51.8;47.7;28.4;11.7;4.4;6.4;41.9;62.7;103.7;71.4;578.7
ITALY;PERDASDEFOGU;16541;1961-1990;Mean Monthly Value;mm;56.6;59.6;54.6;48.6;25.9;22.5;13.6;24.2;39.7;52.7;69.2;97.3;564.5
ITALY;DECIMOMANNU(IT-AFB);16546;1961-1990;Mean Monthly Value;mm;47.7;65.7;51.8;46.8;24.2;11.3;3.2;14.2;37.3;54.4;65.7;61.2;483.5
ITALY;CAPE BELLAVISTA;16550;1961-1990;Mean Monthly Value;mm;32.0;41.8;41.0;32.4;23.2;11.4;3.9;12.9;42.9;71.0;57.5;72.7;442.7
ITALY;CAGLIARI/ELMAS(AFB);16560;1961-1990;Mean Monthly Value;mm;45.8;57.1;44.1;37.1;23.9;9.2;3.2;8.5;30.6;55.6;56.0;55.3;426.4
ITALY;CAPE CARBONARA;16564;1961-1990;Mean Monthly Value;mm;28.2;36.3;22.2;16.1;11.5;3.2;3.9;7.6;47.5;38.0;24.1;26.9;265.5
