Content:,Emissions by country and main source category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound:,N2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start year:,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End year:,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:,Gg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v5.0 (1970 - 2015) of November 2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Crippa, M., Oreggioni, G., Guizzardi, D., Muntean, M., Schaaf, E., Lo Vullo, E., Solazzo, E., Monforti-Ferrario, F., Olivier, J.G.J., Vignati, E., Fossil CO2 and GHG emissions of all world countries - 2019 Report, EUR 29849 EN, Publications Office of the European Union, Luxembourg, 2019, ISBN 978-92-76-11100-9, doi:10.2760/687800, JRC117610.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,0.030341249,0.032583133,0.030650031,0.031405017,0.028971259,0.031044851,0.031645491,0.033044703,0.038196389,0.042205191,0.046405333,0.04354502,0.048776261,0.043310796,0.04783921,0.052415597,0.048020695,0.050620961,0.051845963,0.047664277,0.047366949,0.049893007,0.050728146,0.050367905,0.053596015,0.054830486,0.056225076,0.056429526,0.058148669,0.062492181,0.061795246,0.062960708,0.063130425,0.068254646,0.070103207,0.070567617,0.069727681,0.069947128,0.070418766,0.073630759,0.0594009,0.06163818,0.084601158,0.082696775,0.078568429,0.082580939,,
Non-Annex_I,Rest Central America,BHS,Bahamas,0.068954763,0.068433014,0.069445084,0.074697588,0.065278734,0.074763145,0.079294801,0.082733295,0.083872828,0.076962784,0.083001036,0.088775225,0.088152459,0.074672313,0.081291031,0.08065491,0.081822108,0.094393995,0.097740039,0.102925851,0.109243718,0.106017919,0.103597751,0.102734694,0.10817967,0.135481262,0.154744338,0.149704111,0.186278256,0.176320094,0.173132479,0.176805663,0.178161484,0.205188968,0.213241369,0.22023413,0.211996308,0.211856499,0.16862861,0.18919218,0.194317868,0.201632929,0.304090055,0.31451919,0.304752684,0.295263292,,
Non-Annex_I,Rest Central America,BLZ,Belize,0.22145547,0.222794948,0.223521707,0.22736957,0.233799343,0.238053345,0.238026672,0.242337963,0.247163228,0.246642156,0.248594879,0.249382668,0.2521929,0.254792757,0.256439553,0.257480168,0.262867677,0.267304341,0.266462579,0.271238272,0.315537598,0.30913374,0.324786051,0.308201722,0.303633827,0.282914078,0.289738602,0.299295173,0.30723176,0.32399227,0.332085065,0.355262841,0.351195521,0.354209007,0.361924552,0.35677089,0.372566157,0.37811959,0.367114082,0.390227579,0.400702498,0.406713601,0.432867336,0.44646828,0.418482437,0.424245334,,
Non-Annex_I,Rest Central America,BMU,Bermuda,0.011813012,0.011921734,0.011828148,0.012105618,0.012773282,0.015161135,0.016715108,0.017505887,0.019291271,0.018145901,0.019178737,0.017934957,0.018132898,0.019763474,0.022550875,0.022186866,0.021908246,0.030610812,0.034509773,0.036793424,0.028186915,0.028121676,0.023538366,0.024184622,0.023765555,0.023916966,0.026131984,0.025036245,0.027451103,0.030595014,0.030572195,0.027847514,0.030084505,0.030119059,0.034375157,0.032175993,0.030959827,0.040424024,0.030844623,0.037555839,0.038493553,0.040189948,0.063445491,0.040314504,0.040613284,0.045105253,,
Non-Annex_I,Rest Central America,BRB,Barbados,0.121281529,0.120230299,0.118949748,0.120289058,0.117016303,0.112092903,0.112997526,0.116396651,0.127436532,0.126378784,0.133661581,0.134156711,0.133312629,0.132544326,0.132648545,0.135861544,0.145123131,0.153345232,0.156822604,0.170813078,0.169324711,0.172080293,0.168974947,0.159876426,0.160903117,0.162479151,0.162728415,0.167082934,0.170103333,0.175629019,0.187389735,0.181318553,0.16972363,0.170837207,0.158337214,0.171905638,0.164807539,0.159236912,0.159588276,0.17244425,0.172995293,0.172840211,0.214224528,0.228258915,0.22398576,0.230985466,,
Non-Annex_I,Rest Central America,CRI,Costa Rica,3.417385753,3.491356163,3.646602319,3.826948592,3.799960138,3.903640057,3.918843476,4.207571051,4.369168437,4.549316815,4.734942995,4.90345883,4.973534356,5.13115007,5.211299198,4.96791249,5.011630448,5.238718752,5.30337231,5.407369981,5.629265774,5.625694194,5.853555375,5.94274593,5.74668647,5.290250211,5.695428308,6.158426177,6.024803364,5.565409272,4.721831775,3.996180319,3.892545592,3.972934701,4.228230608,4.38381038,4.278779937,4.795671307,4.792189363,4.64074337,4.899515968,5.292024432,4.899067449,4.882216849,5.213557392,5.137210608,,
Non-Annex_I,Rest Central America,CUB,Cuba,24.88539025,23.77342895,23.29316323,23.51574683,23.90344008,24.25963453,25.0255096,24.83638951,26.5930078,29.4858356,28.36676933,29.13765239,26.45221533,25.57738709,28.5693248,28.23814179,28.32878647,27.30166369,27.1596841,27.88908397,27.79171615,26.60330092,25.81136585,23.31508303,22.82145064,22.26718654,22.72016975,22.74207837,22.35091016,22.15856658,21.94660542,20.70009968,20.41179825,20.25833846,20.13957171,19.95876532,21.17644769,21.19772258,20.93884395,19.91071617,19.67799505,19.74751998,19.90915112,20.01307552,20.3632175,20.35835962,,
Non-Annex_I,Rest Central America,CYM,Cayman Islands,0.006961786,0.007128231,0.007255762,0.007582699,0.007748611,0.008390453,0.008978086,0.009503479,0.009856339,0.009689792,0.009921299,0.012179014,0.012273721,0.016493951,0.007976119,0.008640146,0.008799341,0.009010897,0.014717089,0.013446142,0.014125043,0.01502818,0.01540452,0.013833039,0.014532179,0.018301953,0.018165733,0.017348584,0.0190424,0.020614496,0.020251827,0.020452204,0.020067838,0.02033545,0.024538361,0.022689999,0.022033036,0.026289575,0.033903581,0.028343853,0.029194896,0.030996034,0.051867591,0.050634571,0.048237734,0.05045204,,
Non-Annex_I,Rest Central America,DMA,Dominica,0.017727515,0.018629505,0.019523806,0.020352487,0.021014611,0.022647936,0.023495065,0.025141231,0.025488588,0.024244579,0.026221455,0.02696357,0.027891651,0.026734687,0.027952378,0.030691226,0.032710608,0.037031001,0.038215149,0.042622726,0.04317563,0.042913199,0.043404439,0.043878335,0.044782156,0.041797222,0.042103018,0.042169666,0.042799195,0.043429924,0.043543419,0.043637536,0.043399738,0.043531676,0.043950806,0.039705667,0.042568522,0.043239472,0.043362041,0.043698432,0.04430615,0.045145148,0.051328883,0.050515752,0.049788882,0.050495443,,
Non-Annex_I,Rest Central America,DOM,Dominican Republic,3.640910516,3.99892855,4.204505338,4.319745847,4.546741861,4.844679043,4.750837352,4.910555634,4.784821258,4.939106418,4.772676518,4.489543409,4.900885993,5.351048554,5.537897176,5.305119011,5.403110576,5.700931643,5.679273852,6.180703103,6.174403671,6.654992716,6.631277713,6.721092752,6.912584362,6.988964508,7.25250222,7.39242504,7.410597091,6.708889734,6.596335705,7.038603325,7.929850099,7.513895357,8.067177104,7.976466719,8.505164075,8.875496685,8.971487819,9.216248047,9.450896572,9.384183709,9.399971203,9.273751976,9.404925143,9.451413503,,
Non-Annex_I,Rest Central America,GLP,Guadeloupe,0.162037109,0.164693069,0.157858678,0.165605152,0.160450596,0.168674736,0.177973566,0.182540902,0.193496539,0.191607546,0.192444152,0.206421415,0.204544157,0.214100333,0.229996035,0.23785588,0.22247721,0.213214621,0.228633861,0.221283131,0.20600936,0.22181652,0.221626371,0.210687145,0.216198219,0.211596207,0.243531317,0.241745546,0.250751984,0.242599349,0.247350335,0.249912953,0.292016995,0.27679842,0.271106559,0.260124881,0.268736903,0.300052984,0.351137126,0.282210772,0.293428312,0.275572629,0.352067219,0.331971433,0.328620123,0.333042294,,
Non-Annex_I,Rest Central America,GRD,Grenada,0.02402627,0.024325052,0.02274085,0.023185602,0.022140474,0.02092734,0.02314505,0.024690557,0.026160853,0.026385143,0.025834217,0.026044813,0.025879203,0.025328661,0.025072838,0.024751569,0.024283405,0.023868142,0.024108061,0.023994148,0.028242715,0.028699911,0.028816405,0.02826524,0.02904896,0.030039634,0.02999295,0.033317321,0.033411979,0.034969775,0.031712052,0.035638779,0.036232371,0.036363527,0.041047393,0.039257642,0.039215958,0.04014112,0.040471133,0.041700969,0.041739505,0.042909881,0.054035326,0.059412121,0.055081703,0.056833035,,
Non-Annex_I,Rest Central America,GTM,Guatemala,4.405718051,4.59509544,4.828485532,4.843531789,4.634037539,4.710463374,4.541660696,4.936732755,5.046922548,5.211314018,5.448318471,5.557626257,5.58690299,5.571040742,5.697809985,5.87375233,5.982721387,6.047805011,6.10370886,6.355803672,6.821685185,7.180385796,7.763165092,7.853708692,8.106301901,8.466088429,8.391700606,8.443694979,8.624298573,9.003753673,8.873883787,9.280011656,9.615145195,9.365684624,10.02304971,10.39690315,10.48741532,10.53840125,10.80899477,11.51805675,11.82837843,12.09693666,12.43431933,13.10495704,13.55563748,13.40270478,,
Non-Annex_I,Rest Central America,HND,Honduras,5.074174098,5.087863349,5.132109689,5.077152857,5.175086876,5.245150487,5.301442262,5.392539563,5.460771287,5.439974336,5.562559946,5.631529521,5.624783468,6.154129775,6.421209156,6.372879953,6.31156949,6.314595165,6.338513374,6.294722162,6.341608547,6.403771495,6.408755509,6.203217748,6.436367884,6.502637568,6.507647351,6.647436693,6.613020482,6.242019138,6.58114712,6.755021301,7.096831413,7.731361144,8.082299271,8.440486285,8.395462275,8.652495764,8.670168727,8.892644816,8.961001427,8.991576948,9.042364841,9.101079236,9.276880672,9.397714549,,
Non-Annex_I,Rest Central America,HTI,Haiti,3.646514176,3.834558267,3.927006535,3.877404585,3.761371349,3.740806451,3.820732662,3.929772061,4.053196279,4.182581347,4.001711377,3.803529782,3.609181746,3.6385113,3.657893371,3.61122882,3.444270289,3.410029358,3.380302872,3.290461108,3.125896585,3.300942411,3.665726448,3.498617041,3.478659886,3.539343721,3.755803477,4.018098746,4.25566322,4.275379877,4.685625458,4.692971612,4.767331484,4.777578853,4.749822703,5.156457404,5.167946395,5.257891919,5.273090257,5.356844092,5.435521609,5.485104013,5.531934276,5.585015636,5.648622868,5.71799484,,
Non-Annex_I,Rest Central America,JAM,Jamaica,1.154422833,1.179069925,1.219249249,1.302645585,1.27554163,1.105949796,1.088398575,1.079884558,1.090384992,1.083552414,1.10423114,1.101596589,1.089020638,1.188669284,1.261771009,1.195294483,1.248219272,1.299850133,1.316047929,1.316250694,1.502179345,1.521390207,1.664840014,1.75220585,1.703036754,1.803721426,1.798303487,1.813412883,1.824840511,1.861075785,1.923745804,1.925910187,1.943005936,2.01954271,1.935799914,1.955458569,1.832979546,1.795226068,1.572865322,1.47587417,1.396216711,1.429185717,1.451582069,1.39706498,1.391921757,1.385053886,,
Non-Annex_I,Rest Central America,KNA,Saint Kitts and Nevis,0.022593446,0.021799076,0.021669065,0.021146921,0.021041527,0.021491342,0.023018289,0.023435415,0.023901046,0.023982321,0.023590652,0.023635174,0.023955402,0.022863634,0.023682141,0.024926285,0.0249503,0.025171731,0.025876223,0.021781915,0.02326523,0.026470055,0.027527464,0.026688061,0.027314991,0.026999154,0.027783881,0.029643272,0.02982234,0.029771038,0.031242205,0.031379671,0.031476878,0.035269256,0.036099212,0.034531689,0.026209806,0.03394908,0.040783307,0.033980746,0.035478168,0.033752426,0.041510053,0.035679291,0.034121849,0.034536771,,
Non-Annex_I,Rest Central America,LCA,Saint Lucia,0.035969531,0.035019228,0.03421433,0.034154936,0.033419506,0.034928953,0.036136557,0.038698665,0.039341986,0.040899322,0.040105059,0.040569589,0.044798201,0.044144925,0.047312852,0.051804351,0.052753108,0.053632026,0.0546094,0.057335396,0.055530933,0.059432439,0.06327706,0.060147444,0.070056979,0.076851216,0.083263321,0.08732004,0.062860989,0.063742598,0.066549034,0.066711414,0.063201452,0.067572526,0.066174704,0.067680048,0.070017506,0.076254549,0.072751595,0.069816888,0.071105493,0.073979459,0.090045001,0.098268552,0.101260536,0.107511136,,
Non-Annex_I,Rest Central America,MSR,Montserrat,0.013555228,0.014103001,0.014244212,0.014460162,0.01468858,0.015105551,0.015356571,0.015692839,0.015797714,0.015786223,0.016087368,0.01612642,0.016438654,0.016410833,0.017028387,0.017196892,0.017474311,0.017930734,0.018481903,0.018500034,0.019065967,0.019288379,0.019907958,0.019587593,0.019926899,0.020333799,0.020192487,0.020253033,0.020646822,0.020861847,0.021006572,0.020979099,0.020945038,0.021027688,0.021114768,0.021537905,0.021460572,0.021863495,0.022006197,0.02210868,0.022061214,0.022581911,0.025287076,0.024004424,0.023873841,0.024446824,,
Non-Annex_I,Rest Central America,MTQ,Martinique,0.122071211,0.12840273,0.131922257,0.133294883,0.130637219,0.13237335,0.137408172,0.139214018,0.144521469,0.13940957,0.144449781,0.150691107,0.147208508,0.145211033,0.14576607,0.15744285,0.158750207,0.157321399,0.161244466,0.174731722,0.1856127,0.179124796,0.182941777,0.185233161,0.176440626,0.180311165,0.185244658,0.171148776,0.186629496,0.185115153,0.174075249,0.196952704,0.178224373,0.173774789,0.183339957,0.171012817,0.177474866,0.155581187,0.150445352,0.171860325,0.178944745,0.175855793,0.260084928,0.265685129,0.256832799,0.259183068,,
Non-Annex_I,Rest Central America,NIC,Nicaragua,8.436002871,8.104919764,8.032062152,8.258179267,8.413512199,8.517251364,8.783625209,9.124810818,9.188598361,8.500311965,8.114580934,8.151300945,8.258869982,7.993303627,8.401573867,8.463687304,8.172965221,7.650982802,8.139014736,8.424018765,8.813473922,7.983040558,8.296486641,8.760946314,8.758649824,8.3844449,8.367515955,8.73894133,8.763411116,9.595187288,9.796884223,9.791754807,9.965967853,10.34797563,10.14013262,10.31436723,10.5599358,10.72415221,10.69600229,10.84555583,10.96231934,11.67552932,12.07206996,12.28173882,12.55571657,13.23535455,,
Non-Annex_I,Rest Central America,PAN,Panama,2.270805634,2.343544191,2.396503166,2.458144229,2.50562592,2.543935835,2.589981059,2.640710777,2.669554829,2.734814338,2.703074015,2.759734525,2.806418226,2.830707136,2.803670891,2.806682348,2.859600054,2.851456669,2.856205445,2.875873132,2.899367681,2.965468022,3.096414337,3.134596585,3.154299924,3.159009655,3.182229931,3.045149491,3.189104346,3.139744338,3.140839103,3.500708495,3.500741203,3.503723436,3.425557759,3.593322996,3.632451273,3.517945251,3.691657601,3.750372378,3.795866482,3.971145081,3.959195804,3.98368256,3.904579974,3.797521901,,
Non-Annex_I,Rest Central America,PRI,Puerto Rico,1.028865849,1.038877298,1.056654353,1.072944086,1.047381758,1.071497323,1.116741149,1.167420465,1.129237123,1.05031516,0.979166614,1.008751659,1.060428979,1.120866301,1.159501217,1.13364446,1.151235997,1.062635303,1.135009337,1.185104206,1.210913906,1.225487596,0.993822651,1.006143259,1.02533923,0.947433849,0.932845486,0.951113552,0.923781311,0.921663988,0.923715359,0.916870646,0.912407545,0.885360224,0.82496392,0.831175148,0.8358493,0.844268059,0.849111934,0.849799638,0.864431056,0.869753904,0.872815546,0.874057274,0.876132244,0.86150485,,
Non-Annex_I,Rest Central America,SLV,El Salvador,4.072814854,3.955643825,4.034386664,3.946970796,3.914523051,3.976610474,4.191236872,4.486360246,4.777852528,4.344747464,3.956201514,4.219002893,3.588843236,3.827204886,3.552499279,3.907323943,3.834358507,4.195355404,4.318528322,4.107408689,4.160183896,4.357355193,4.41939113,4.179411529,4.176819762,3.916236037,4.368732554,4.532818061,4.183352299,4.267450563,4.117208388,4.314969834,4.337754357,4.159775675,4.493386454,4.643946055,4.610716973,4.546399743,4.751595374,4.613822946,4.36450646,4.202902209,4.299066178,3.649798322,3.92732898,4.123155865,,
Non-Annex_I,Rest Central America,TCA,Turks and Caicos Islands,9.14E-05,9.14E-05,9.39E-05,0.000103581,9.25E-05,0.000112033,0.000109988,0.000117087,0.000125686,0.000118323,0.000127094,0.000128372,0.000127653,0.000131421,0.000172948,0.000190366,0.00019973,0.000219756,0.000231606,0.000228427,0.000229829,0.000224911,0.000245904,0.000253135,0.000259757,0.000256333,0.000260065,0.000264221,0.000327509,0.000420055,0.000690426,0.00068594,0.000635918,0.000612355,0.000635463,0.000286635,0.000255869,0.001309316,0.002584365,0.002699035,0.004265926,0.004184794,0.007666424,0.007163631,0.006572804,0.006568933,,
Non-Annex_I,Rest Central America,TTO,Trinidad and Tobago,0.501647895,0.50665419,0.523096022,0.540685146,0.51160069,0.487535929,0.514456667,0.524512081,0.546960567,0.54726461,0.538208384,0.51406095,0.556489141,0.570149768,0.576397712,0.602327954,0.554004008,0.555129652,0.499054194,0.499823437,0.521524679,0.531772223,0.536970124,0.507139906,0.50221769,0.519392599,0.554829652,0.558092146,0.549035805,0.560846246,0.602416475,0.648588617,0.716687743,0.694833815,0.721084107,0.76139087,0.777394454,0.816458495,0.80821552,0.818496939,0.838597377,0.843757735,0.856925042,0.873656484,0.875507317,0.890492001,,
Non-Annex_I,Rest Central America,VCT,Saint Vincent and the Grenadines,0.027044859,0.027262557,0.027678243,0.029925645,0.030457082,0.031636727,0.031938013,0.033500897,0.034321639,0.035254243,0.03635157,0.037563728,0.039214457,0.040957696,0.046870101,0.052208774,0.05249756,0.045100805,0.051682115,0.042666921,0.037497965,0.035990208,0.036109671,0.035949524,0.039049457,0.039720455,0.0396925,0.039543919,0.04045594,0.040940911,0.04050153,0.040519349,0.043416142,0.042721034,0.043674024,0.043103762,0.044756519,0.049780174,0.055514966,0.049286535,0.049620859,0.046810677,0.052786876,0.046435162,0.044864439,0.045157954,,
Non-Annex_I,Rest Central America,VGB,Virgin Islands_British,0.008613833,0.009051931,0.009260429,0.009497233,0.009895734,0.01014169,0.010548162,0.010701625,0.010641166,0.010666933,0.010937331,0.011420251,0.011174259,0.01122726,0.01132789,0.011184522,0.010541349,0.010301237,0.010706908,0.010618237,0.010604744,0.010984884,0.011260819,0.010911721,0.011025048,0.011200788,0.011483229,0.011354111,0.011690565,0.011959838,0.011954129,0.01198918,0.011967664,0.012087287,0.012720367,0.012390136,0.009067346,0.012209287,0.012490336,0.012692608,0.012919071,0.013413149,0.018535334,0.018246709,0.020412058,0.020631392,,
Non-Annex_I,Rest Central America,VIR,Virgin Islands_USA,0.016837096,0.014308954,0.015336515,0.015406853,0.015878179,0.016842232,0.017125744,0.017782285,0.018267014,0.018808355,0.020096431,0.021000257,0.021700067,0.022100483,0.022214205,0.022432864,0.022409373,0.014237787,0.018743971,0.018795006,0.018484283,0.018591646,0.018775354,0.018763049,0.018894962,0.018950752,0.018958266,0.019121607,0.015967681,0.015971861,0.016035969,0.016076021,0.01612636,0.016219956,0.016229844,0.016249481,0.016249615,0.016508985,0.016531388,0.016531533,0.0165312,0.016542716,0.016531489,0.016531635,0.016585488,0.016565129,,
Non-Annex_I,Brazil,BRA,Brazil,185.1114951,191.5503843,201.027915,206.3948263,226.9724427,236.9094446,255.5248439,266.0893642,262.2563249,270.7745594,291.8583329,291.3024142,291.8557953,292.2844923,303.6949177,308.3358676,314.1120914,324.9012781,329.5771767,343.7207623,327.843887,337.7564508,353.8691647,367.5668865,390.6366517,403.9533969,385.5680663,397.2406924,402.7995525,405.9095202,421.4639362,439.7748727,461.3081694,499.0567905,515.0209803,520.9697007,522.6101596,531.5583433,538.0105573,537.1466874,561.3772567,583.6407852,574.5036008,581.2905952,587.1683241,589.4841214,,
Non-Annex_I,Rest South America,ARG,Argentina,91.19277401,92.96395678,95.94476568,100.0576937,99.49048891,101.2502202,104.2515115,108.1899473,105.428614,106.0860762,103.8265575,103.1130613,101.9491334,102.9897787,107.4106751,105.4477431,104.6910456,102.7358379,108.8422823,105.1944386,111.3188476,111.134442,112.7815271,110.6167933,113.8722779,114.0010506,113.9726365,113.9322679,120.5549012,122.7940505,124.0120871,131.858919,138.3013724,150.5834613,150.8062419,158.8730099,164.9679038,175.100765,171.0305537,152.2722821,166.2584105,163.3921552,159.9612011,163.7316069,166.4744943,164.6867821,,
Non-Annex_I,Rest South America,BOL,Bolivia,6.373141576,6.641792028,6.986326208,7.174678262,7.823336586,8.240451108,8.665488138,9.099557615,10.02599227,10.58309063,10.85226181,10.63921392,10.57499793,11.68198031,10.88281882,11.52167442,10.70358826,11.21074429,11.61301111,11.97179337,10.66866926,11.1695501,11.30939181,11.78475073,12.53265859,13.49710758,13.51455086,14.16296826,14.6148255,14.63999124,15.66924874,14.83429202,15.71628373,16.51906714,16.97620894,17.69142422,18.23707728,18.77900202,18.94114058,19.93576174,20.83700154,21.3458263,22.00812443,22.64663278,22.20389511,22.5996088,,
Non-Annex_I,Rest South America,CHL,Chile,12.67124497,12.40605707,12.84378187,12.52392473,12.92690912,12.81361291,12.63049271,12.78265856,13.07799084,13.38039265,13.5477135,13.78407827,13.83678375,13.88173274,14.05716476,13.49419658,13.94883089,14.31822435,14.77971272,14.66612474,14.92493339,15.05423783,15.98479762,16.65224933,17.45078382,18.07683455,18.76197143,19.35936932,19.4581389,19.7528931,20.90067396,21.31286699,21.40374273,21.52475483,22.4161634,22.49567575,22.38460099,23.82731114,24.54235161,21.8566655,21.86274829,22.32686673,23.37036572,22.22631488,23.21642218,25.02242506,,
